   0.00000000       0.00000000    
   9.99999978E-03   9.99564379E-02  -4.89999948E-04
   1.99999996E-02  0.299607992      -4.40999959E-03
   2.99999993E-02  0.598432541      -1.76361613E-02
   3.99999991E-02  0.995649874      -4.89654839E-02
   4.99999970E-02   1.49022520     -0.110087797    
   5.99999949E-02   2.08087158     -0.215545163    
   6.99999928E-02   2.76605058     -0.382678092    
   7.99999908E-02   3.54396486     -0.631557405    
   8.99999887E-02   4.41254139     -0.984897494    
   9.99999866E-02   5.36940289      -1.46794629    
  0.109999985       6.41182184      -2.10834169    
  0.119999982       7.53665972      -2.93592358    
  0.129999980       8.74029255      -3.98248959    
  0.139999986       10.0185270      -5.28147697    
  0.149999991       11.3665113      -6.86756372    
  0.159999996       12.7786512      -8.77617836    
  0.170000002       14.2485437      -11.0429153    
  0.180000007       15.7689295      -13.7028675    
  0.190000013       17.3316746      -16.7898769    
  0.200000018       18.9278011      -20.3357430    
  0.210000023       20.5475426      -24.3694153    
  0.220000029       22.1804733      -28.9161987    
  0.230000034       23.8156586      -33.9970474    
  0.240000039       25.4418736      -39.6279678    
  0.250000030       27.0478477      -45.8196297    
  0.260000020       28.6225376      -52.5771523    
  0.270000011       30.1554089      -59.9001694    
  0.280000001       31.6367130      -67.7831345    
  0.289999992       33.0577431      -76.2158890    
  0.299999982       34.4110374      -85.1843948    
  0.309999973       35.6905327      -94.6716537    
  0.319999963       36.8916550      -104.658653    
  0.329999954       38.0113411      -115.125389    
  0.339999944       39.0479965      -126.051735    
  0.349999934       40.0014038      -137.418228    
  0.359999925       40.8725777      -149.206726    
  0.369999915       41.6636086      -161.400787    
  0.379999906       42.3774719      -173.985992    
  0.389999896       43.0178490      -186.949997    
  0.399999887       43.5889511      -200.282516    
  0.409999877       44.0953484      -213.975220    
  0.419999868       44.5418358      -228.021469    
  0.429999858       44.9333000      -242.416168    
  0.439999849       45.2746086      -257.155426    
  0.449999839       45.5705376      -272.236420    
  0.459999830       45.8256950      -287.657043    
  0.469999820       46.0444679      -303.415894    
  0.479999810       46.2309914      -319.511963    
  0.489999801       46.3891144      -335.944611    
  0.499999791       46.5223923      -352.713409    
  0.509999812       46.6340752      -369.818054    
  0.519999802       46.7271118      -387.258392    
  0.529999793       46.8041534      -405.034271    
  0.539999783       46.8675575      -423.145660    
  0.549999774       46.9194183      -441.592529    
  0.559999764       46.9615707      -460.374847    
  0.569999754       46.9956093      -479.492584    
  0.579999745       47.0229187      -498.945740    
  0.589999735       47.0446815      -518.734314    
  0.599999726       47.0619087      -538.858276    
  0.609999716       47.0754471      -559.317688    
  0.619999707       47.0860138      -580.112488    
  0.629999697       47.0941963      -601.242676    
  0.639999688       47.1004906      -622.708252    
  0.649999678       47.1052933      -644.509277    
  0.659999669       47.1089287      -666.645691    
  0.669999659       47.1116562      -689.117493    
  0.679999650       47.1136894      -711.924683    
  0.689999640       47.1151886      -735.067261    
  0.699999630       47.1162872      -758.545227    
  0.709999621       47.1170845      -782.358643    
  0.719999611       47.1176567      -806.507446    
  0.729999602       47.1180611      -830.991638    
  0.739999592       47.1183472      -855.811218    
  0.749999583       47.1185455      -880.966187    
  0.759999573       47.1186829      -906.456604    
  0.769999564       47.1187744      -932.282410    
  0.779999554       47.1188393      -958.443604    
  0.789999545       47.1188812      -984.940186    
  0.799999535       47.1189079      -1011.77216    
  0.809999526       47.1189270      -1038.93958    
  0.819999516       47.1189384      -1066.44238    
  0.829999506       47.1189461      -1094.28052    
  0.839999497       47.1189499      -1122.45410    
  0.849999487       47.1189537      -1150.96313    
  0.859999478       47.1189537      -1179.80750    
  0.869999468       47.1189537      -1208.98730    
  0.879999459       47.1189537      -1238.50244    
  0.889999449       47.1189537      -1268.35303    
  0.899999440       47.1189537      -1298.53906    
  0.909999430       47.1189537      -1329.06042    
  0.919999421       47.1189537      -1359.91724    
  0.929999411       47.1189537      -1391.10938    
  0.939999402       47.1189537      -1422.63696    
  0.949999392       47.1189537      -1454.50000    
  0.959999382       47.1189537      -1486.69836    
  0.969999373       47.1189537      -1519.23218    
  0.979999363       47.1189537      -1552.10132    
  0.989999354       47.1189537      -1585.30591    
  0.999999344       47.1189537      -1618.84595    
   1.00999939       47.1189537      -1652.72131    
   1.01999938       47.1189537      -1686.93213    
   1.02999938       47.1189537      -1721.47827    
   1.03999937       47.1189537      -1756.35986    
   1.04999936       47.1189537      -1791.57690    
   1.05999935       47.1189537      -1827.12927    
   1.06999934       47.1189537      -1863.01709    
   1.07999933       47.1189537      -1899.24023    
   1.08999932       47.1189537      -1935.79883    
   1.09999931       47.1189537      -1972.69287    
   1.10999930       47.1189537      -2009.92224    
   1.11999929       47.1189537      -2047.48706    
   1.12999928       47.1189537      -2085.38721    
   1.13999927       47.1189537      -2123.62280    
   1.14999926       47.1189537      -2162.19385    
   1.15999925       47.1189537      -2201.10034    
   1.16999924       47.1189537      -2240.34204    
   1.17999923       47.1189537      -2279.91919    
   1.18999922       47.1189537      -2319.83179    
   1.19999921       47.1189537      -2360.07983    
   1.20999920       47.1189537      -2400.66333    
   1.21999919       47.1189537      -2441.58203    
   1.22999918       47.1189537      -2482.83618    
   1.23999918       47.1189537      -2524.42578    
   1.24999917       47.1189537      -2566.35083    
   1.25999916       47.1189537      -2608.61133    
   1.26999915       47.1189537      -2651.20703    
   1.27999914       47.1189537      -2694.13818    
   1.28999913       47.1189537      -2737.40479    
   1.29999912       47.1189537      -2781.00684    
   1.30999911       47.1189537      -2824.94434    
   1.31999910       47.1189537      -2869.21704    
   1.32999909       47.1189537      -2913.82520    
   1.33999908       47.1189537      -2958.76880    
   1.34999907       47.1189537      -3004.04785    
   1.35999906       47.1189537      -3049.66211    
   1.36999905       47.1189537      -3095.61182    
   1.37999904       47.1189537      -3141.89697    
   1.38999903       47.1189537      -3188.51758    
   1.39999902       47.1189537      -3235.47363    
   1.40999901       47.1189537      -3282.76489    
   1.41999900       47.1189537      -3330.39160    
   1.42999899       47.1189537      -3378.35376    
   1.43999898       47.1189537      -3426.65137    
   1.44999897       47.1189537      -3475.28442    
   1.45999897       47.1189537      -3524.25269    
   1.46999896       47.1189537      -3573.55640    
   1.47999895       47.1189537      -3623.19556    
   1.48999894       47.1189537      -3673.17017    
   1.49999893       47.1189537      -3723.48022    
   1.50999892       47.1189537      -3774.12549    
   1.51999891       47.1189537      -3825.10620    
   1.52999890       47.1189537      -3876.42236    
   1.53999889       47.1189537      -3928.07397    
   1.54999888       47.1189537      -3980.06104    
   1.55999887       47.1189537      -4032.38330    
   1.56999886       47.1189537      -4085.04102    
   1.57999885       47.1189537      -4138.03418    
   1.58999884       47.1189537      -4191.36279    
   1.59999883       47.1189537      -4245.02686    
   1.60999882       47.1189537      -4299.02637    
   1.61999881       47.1189537      -4353.36133    
   1.62999880       47.1189537      -4408.03174    
   1.63999879       47.1189537      -4463.03711    
   1.64999878       47.1189537      -4518.37793    
   1.65999877       47.1189537      -4574.05420    
   1.66999876       47.1189537      -4630.06592    
   1.67999876       47.1189537      -4686.41309    
   1.68999875       47.1189537      -4743.09570    
   1.69999874       47.1189537      -4800.11377    
   1.70999873       47.1189537      -4857.46729    
   1.71999872       47.1189537      -4915.15625    
   1.72999871       47.1189537      -4973.18066    
   1.73999870       47.1189537      -5031.54004    
   1.74999869       47.1189537      -5090.23486    
   1.75999868       47.1189537      -5149.26514    
   1.76999867       47.1189537      -5208.63086    
   1.77999866       47.1189537      -5268.33203    
   1.78999865       47.1189537      -5328.36865    
   1.79999864       47.1189537      -5388.74072    
   1.80999863       47.1189537      -5449.44824    
   1.81999862       47.1189537      -5510.49121    
   1.82999861       47.1189537      -5571.86914    
   1.83999860       47.1189537      -5633.58252    
   1.84999859       47.1189537      -5695.63135    
   1.85999858       47.1189537      -5758.01562    
